Thread Count,Mean Runtime (ms)
1,127.37080256144206
2,218.1457201639811
4,101.14800135294597
8,107.17651049296062
16,118.54995091756184
32,109.66342290242513
64,106.58666292826335
128,174.51648712158203
256,114.0594482421875
512,146.27898534138998
1024,95.41988372802734
